date,crime_level_sum,crime_count,weather_crime_count,violent_count,COP_count,gun_crime_count,dayofweek,day,month,year
2003-01-01,1078,541,143,91.0,134.0,5.0,wednesday,1,1,2003
2003-01-02,731,399,72,39.0,53.0,1.0,thursday,2,1,2003
2003-01-03,802,435,84,42.0,65.0,0.0,friday,3,1,2003
2003-01-04,678,347,65,44.0,59.0,3.0,saturday,4,1,2003
2003-01-05,749,371,101,49.0,72.0,2.0,sunday,5,1,2003
2003-01-06,734,396,63,37.0,49.0,3.0,monday,6,1,2003
2003-01-07,780,409,90,55.0,68.0,3.0,tuesday,7,1,2003
2003-01-08,927,522,89,38.0,80.0,2.0,wednesday,8,1,2003
2003-01-09,731,407,74,35.0,59.0,2.0,thursday,9,1,2003
2003-01-10,762,389,84,47.0,70.0,3.0,friday,10,1,2003
2003-01-11,673,356,75,40.0,66.0,3.0,saturday,11,1,2003
2003-01-12,574,317,61,24.0,47.0,5.0,sunday,12,1,2003
2003-01-13,754,389,84,46.0,63.0,2.0,monday,13,1,2003
2003-01-14,776,400,81,51.0,71.0,3.0,tuesday,14,1,2003
2003-01-15,741,395,63,38.0,54.0,2.0,wednesday,15,1,2003
2003-01-16,767,400,80,40.0,63.0,4.0,thursday,16,1,2003
2003-01-17,805,437,75,40.0,54.0,3.0,friday,17,1,2003
2003-01-18,647,338,67,37.0,58.0,2.0,saturday,18,1,2003
2003-01-19,578,300,56,30.0,36.0,1.0,sunday,19,1,2003
2003-01-20,731,402,67,31.0,52.0,4.0,monday,20,1,2003
2003-01-21,711,378,58,34.0,46.0,3.0,tuesday,21,1,2003
2003-01-22,838,456,78,42.0,64.0,7.0,wednesday,22,1,2003
2003-01-23,829,441,88,45.0,73.0,4.0,thursday,23,1,2003
2003-01-24,872,461,85,44.0,86.0,6.0,friday,24,1,2003
2003-01-25,843,461,91,45.0,72.0,4.0,saturday,25,1,2003
2003-01-26,687,339,89,57.0,70.0,1.0,sunday,26,1,2003
2003-01-27,726,403,59,34.0,49.0,2.0,monday,27,1,2003
2003-01-28,861,440,98,49.0,82.0,3.0,tuesday,28,1,2003
2003-01-29,904,499,77,33.0,62.0,5.0,wednesday,29,1,2003
2003-01-30,755,408,74,37.0,69.0,4.0,thursday,30,1,2003
2003-01-31,788,413,87,47.0,67.0,3.0,friday,31,1,2003
2003-02-01,769,401,83,47.0,61.0,2.0,saturday,1,2,2003
2003-02-02,640,346,80,38.0,63.0,4.0,sunday,2,2,2003
2003-02-03,770,416,80,41.0,67.0,3.0,monday,3,2,2003
2003-02-04,814,448,76,45.0,62.0,4.0,tuesday,4,2,2003
2003-02-05,722,395,64,34.0,48.0,3.0,wednesday,5,2,2003
2003-02-06,844,470,67,31.0,57.0,1.0,thursday,6,2,2003
2003-02-07,954,503,83,49.0,74.0,2.0,friday,7,2,2003
2003-02-08,712,366,74,35.0,56.0,2.0,saturday,8,2,2003
2003-02-09,694,356,68,40.0,54.0,3.0,sunday,9,2,2003
2003-02-10,912,503,81,40.0,72.0,2.0,monday,10,2,2003
2003-02-11,766,423,70,30.0,53.0,2.0,tuesday,11,2,2003
2003-02-12,776,415,67,38.0,55.0,0.0,wednesday,12,2,2003
2003-02-13,833,426,75,54.0,70.0,1.0,thursday,13,2,2003
2003-02-14,832,434,92,47.0,86.0,3.0,friday,14,2,2003
2003-02-15,702,363,76,44.0,59.0,5.0,saturday,15,2,2003
2003-02-16,652,328,84,42.0,58.0,0.0,sunday,16,2,2003
2003-02-17,698,378,58,28.0,47.0,2.0,monday,17,2,2003
2003-02-18,841,473,82,34.0,64.0,5.0,tuesday,18,2,2003
2003-02-19,881,462,94,48.0,66.0,5.0,wednesday,19,2,2003
2003-02-20,781,418,83,43.0,67.0,0.0,thursday,20,2,2003
2003-02-21,789,412,81,42.0,57.0,0.0,friday,21,2,2003
2003-02-22,748,424,73,36.0,54.0,2.0,saturday,22,2,2003
2003-02-23,683,358,65,41.0,57.0,0.0,sunday,23,2,2003
2003-02-24,782,399,82,53.0,74.0,3.0,monday,24,2,2003
2003-02-25,870,429,105,62.0,81.0,5.0,tuesday,25,2,2003
2003-02-26,897,485,77,41.0,71.0,1.0,wednesday,26,2,2003
2003-02-27,828,439,86,44.0,63.0,3.0,thursday,27,2,2003
2003-02-28,849,450,81,43.0,66.0,1.0,friday,28,2,2003
2003-03-01,833,440,85,44.0,72.0,1.0,saturday,1,3,2003
2003-03-02,691,351,87,44.0,73.0,3.0,sunday,2,3,2003
2003-03-03,739,386,74,44.0,58.0,4.0,monday,3,3,2003
2003-03-04,822,454,72,40.0,57.0,3.0,tuesday,4,3,2003
2003-03-05,784,413,79,48.0,61.0,0.0,wednesday,5,3,2003
2003-03-06,798,419,79,49.0,71.0,3.0,thursday,6,3,2003
2003-03-07,907,489,88,39.0,78.0,4.0,friday,7,3,2003
2003-03-08,786,413,76,40.0,56.0,3.0,saturday,8,3,2003
2003-03-09,693,357,70,35.0,52.0,5.0,sunday,9,3,2003
2003-03-10,753,399,83,41.0,64.0,2.0,monday,10,3,2003
2003-03-11,877,454,84,47.0,76.0,4.0,tuesday,11,3,2003
2003-03-12,936,495,85,46.0,74.0,2.0,wednesday,12,3,2003
2003-03-13,797,415,81,48.0,66.0,2.0,thursday,13,3,2003
2003-03-14,914,498,82,40.0,66.0,1.0,friday,14,3,2003
2003-03-15,802,404,92,51.0,72.0,2.0,saturday,15,3,2003
2003-03-16,718,358,87,44.0,58.0,1.0,sunday,16,3,2003
2003-03-17,782,404,95,42.0,82.0,2.0,monday,17,3,2003
2003-03-18,821,424,87,49.0,73.0,4.0,tuesday,18,3,2003
2003-03-19,671,334,78,44.0,68.0,1.0,wednesday,19,3,2003
2003-03-20,864,455,111,63.0,108.0,3.0,thursday,20,3,2003
2003-03-21,777,394,87,45.0,75.0,1.0,friday,21,3,2003
2003-03-22,726,368,99,49.0,69.0,8.0,saturday,22,3,2003
2003-03-23,594,309,61,27.0,43.0,4.0,sunday,23,3,2003
2003-03-24,770,380,89,57.0,72.0,5.0,monday,24,3,2003
2003-03-25,763,406,64,32.0,60.0,0.0,tuesday,25,3,2003
2003-03-26,831,435,81,50.0,62.0,2.0,wednesday,26,3,2003
2003-03-27,883,466,88,46.0,81.0,4.0,thursday,27,3,2003
2003-03-28,846,443,76,39.0,57.0,1.0,friday,28,3,2003
2003-03-29,816,425,86,46.0,70.0,3.0,saturday,29,3,2003
2003-03-30,760,388,91,41.0,71.0,9.0,sunday,30,3,2003
2003-03-31,678,378,65,35.0,60.0,3.0,monday,31,3,2003
2003-04-01,920,489,87,44.0,72.0,5.0,tuesday,1,4,2003
2003-04-02,780,435,69,25.0,49.0,1.0,wednesday,2,4,2003
2003-04-03,787,436,68,31.0,55.0,6.0,thursday,3,4,2003
2003-04-04,889,481,86,42.0,61.0,2.0,friday,4,4,2003
2003-04-05,792,408,85,42.0,63.0,6.0,saturday,5,4,2003
2003-04-06,665,337,78,41.0,62.0,4.0,sunday,6,4,2003
2003-04-07,628,336,57,27.0,43.0,2.0,monday,7,4,2003
2003-04-08,840,443,77,42.0,73.0,5.0,tuesday,8,4,2003
2003-04-09,870,469,62,40.0,61.0,3.0,wednesday,9,4,2003
2003-04-10,882,467,80,35.0,57.0,1.0,thursday,10,4,2003
2003-04-11,994,526,87,49.0,71.0,5.0,friday,11,4,2003
2003-04-12,692,354,74,41.0,60.0,4.0,saturday,12,4,2003
2003-04-13,745,380,81,40.0,68.0,3.0,sunday,13,4,2003
2003-04-14,855,451,80,39.0,61.0,4.0,monday,14,4,2003
2003-04-15,849,454,81,39.0,63.0,2.0,tuesday,15,4,2003
2003-04-16,700,368,66,30.0,54.0,2.0,wednesday,16,4,2003
2003-04-17,731,397,62,29.0,49.0,4.0,thursday,17,4,2003
2003-04-18,820,438,72,29.0,54.0,6.0,friday,18,4,2003
2003-04-19,698,360,82,38.0,62.0,2.0,saturday,19,4,2003
2003-04-20,682,359,67,40.0,60.0,2.0,sunday,20,4,2003
2003-04-21,726,379,73,41.0,65.0,6.0,monday,21,4,2003
2003-04-22,776,414,62,34.0,48.0,3.0,tuesday,22,4,2003
2003-04-23,951,506,92,52.0,70.0,3.0,wednesday,23,4,2003
2003-04-24,765,401,66,41.0,67.0,0.0,thursday,24,4,2003
2003-04-25,794,430,54,31.0,50.0,3.0,friday,25,4,2003
2003-04-26,835,451,90,42.0,61.0,3.0,saturday,26,4,2003
2003-04-27,600,319,56,26.0,47.0,1.0,sunday,27,4,2003
2003-04-28,748,389,71,41.0,64.0,2.0,monday,28,4,2003
2003-04-29,783,405,72,39.0,67.0,2.0,tuesday,29,4,2003
2003-04-30,806,414,82,47.0,65.0,1.0,wednesday,30,4,2003
2003-05-01,905,466,97,62.0,78.0,0.0,thursday,1,5,2003
2003-05-02,860,440,91,55.0,85.0,2.0,friday,2,5,2003
2003-05-03,653,331,71,46.0,56.0,4.0,saturday,3,5,2003
2003-05-04,671,339,82,45.0,61.0,2.0,sunday,4,5,2003
2003-05-05,721,390,74,41.0,66.0,2.0,monday,5,5,2003
2003-05-06,783,431,65,38.0,53.0,2.0,tuesday,6,5,2003
2003-05-07,754,406,66,37.0,58.0,1.0,wednesday,7,5,2003
2003-05-08,814,444,65,34.0,53.0,2.0,thursday,8,5,2003
2003-05-09,789,422,66,36.0,60.0,1.0,friday,9,5,2003
2003-05-10,736,369,89,53.0,73.0,2.0,saturday,10,5,2003
2003-05-11,631,331,76,39.0,64.0,1.0,sunday,11,5,2003
2003-05-12,825,435,78,47.0,64.0,2.0,monday,12,5,2003
2003-05-13,868,469,90,38.0,66.0,4.0,tuesday,13,5,2003
2003-05-14,844,459,85,34.0,83.0,5.0,wednesday,14,5,2003
2003-05-15,849,440,99,42.0,75.0,2.0,thursday,15,5,2003
2003-05-16,808,440,61,32.0,52.0,0.0,friday,16,5,2003
2003-05-17,642,331,76,36.0,63.0,10.0,saturday,17,5,2003
2003-05-18,712,368,68,40.0,59.0,3.0,sunday,18,5,2003
2003-05-19,754,379,83,46.0,67.0,4.0,monday,19,5,2003
2003-05-20,768,402,64,38.0,61.0,1.0,tuesday,20,5,2003
2003-05-21,720,382,74,41.0,57.0,1.0,wednesday,21,5,2003
2003-05-22,819,422,79,45.0,66.0,4.0,thursday,22,5,2003
2003-05-23,718,405,45,23.0,53.0,2.0,friday,23,5,2003
2003-05-24,732,379,68,38.0,60.0,2.0,saturday,24,5,2003
2003-05-25,614,314,63,39.0,64.0,4.0,sunday,25,5,2003
2003-05-26,671,348,67,41.0,59.0,2.0,monday,26,5,2003
2003-05-27,837,449,80,44.0,73.0,6.0,tuesday,27,5,2003
2003-05-28,696,360,66,41.0,57.0,6.0,wednesday,28,5,2003
2003-05-29,802,442,60,30.0,53.0,3.0,thursday,29,5,2003
2003-05-30,714,385,63,32.0,51.0,3.0,friday,30,5,2003
2003-05-31,701,384,70,39.0,52.0,2.0,saturday,31,5,2003
2003-06-01,770,399,86,45.0,74.0,8.0,sunday,1,6,2003
2003-06-02,841,438,90,45.0,70.0,2.0,monday,2,6,2003
2003-06-03,765,391,89,45.0,66.0,2.0,tuesday,3,6,2003
2003-06-04,820,427,89,49.0,82.0,4.0,wednesday,4,6,2003
2003-06-05,765,412,83,33.0,61.0,4.0,thursday,5,6,2003
2003-06-06,761,403,72,34.0,58.0,5.0,friday,6,6,2003
2003-06-07,623,326,67,34.0,51.0,3.0,saturday,7,6,2003
2003-06-08,732,373,89,48.0,63.0,2.0,sunday,8,6,2003
2003-06-09,795,403,78,47.0,62.0,1.0,monday,9,6,2003
2003-06-10,797,448,64,31.0,54.0,6.0,tuesday,10,6,2003
2003-06-11,695,386,57,27.0,51.0,4.0,wednesday,11,6,2003
2003-06-12,767,416,64,30.0,65.0,3.0,thursday,12,6,2003
2003-06-13,804,425,86,37.0,50.0,6.0,friday,13,6,2003
2003-06-14,677,342,87,45.0,79.0,3.0,saturday,14,6,2003
2003-06-15,584,309,60,35.0,44.0,0.0,sunday,15,6,2003
2003-06-16,670,366,68,35.0,50.0,2.0,monday,16,6,2003
2003-06-17,701,371,62,35.0,52.0,2.0,tuesday,17,6,2003
2003-06-18,725,385,63,35.0,53.0,1.0,wednesday,18,6,2003
2003-06-19,748,387,73,42.0,60.0,1.0,thursday,19,6,2003
2003-06-20,823,442,68,37.0,64.0,3.0,friday,20,6,2003
2003-06-21,699,367,71,40.0,60.0,2.0,saturday,21,6,2003
2003-06-22,541,288,57,29.0,42.0,4.0,sunday,22,6,2003
2003-06-23,730,397,61,35.0,49.0,1.0,monday,23,6,2003
2003-06-24,736,398,63,35.0,47.0,3.0,tuesday,24,6,2003
2003-06-25,792,420,78,44.0,56.0,5.0,wednesday,25,6,2003
2003-06-26,815,451,81,35.0,52.0,1.0,thursday,26,6,2003
2003-06-27,717,386,73,37.0,60.0,2.0,friday,27,6,2003
2003-06-28,752,374,101,60.0,75.0,4.0,saturday,28,6,2003
2003-06-29,657,339,79,46.0,59.0,2.0,sunday,29,6,2003
2003-06-30,668,350,72,35.0,58.0,3.0,monday,30,6,2003
2003-07-01,903,491,83,41.0,65.0,6.0,tuesday,1,7,2003
2003-07-02,752,401,61,34.0,55.0,1.0,wednesday,2,7,2003
2003-07-03,855,466,70,37.0,65.0,4.0,thursday,3,7,2003
2003-07-04,722,365,87,53.0,68.0,0.0,friday,4,7,2003
2003-07-05,649,340,74,32.0,57.0,3.0,saturday,5,7,2003
2003-07-06,637,344,66,36.0,53.0,3.0,sunday,6,7,2003
2003-07-07,740,388,85,40.0,61.0,3.0,monday,7,7,2003
2003-07-08,752,403,74,40.0,66.0,1.0,tuesday,8,7,2003
2003-07-09,754,390,80,49.0,67.0,5.0,wednesday,9,7,2003
2003-07-10,702,391,60,28.0,54.0,1.0,thursday,10,7,2003
2003-07-11,819,443,77,35.0,59.0,3.0,friday,11,7,2003
2003-07-12,646,338,72,40.0,57.0,4.0,saturday,12,7,2003
2003-07-13,691,355,80,45.0,51.0,2.0,sunday,13,7,2003
2003-07-14,675,348,78,41.0,65.0,3.0,monday,14,7,2003
2003-07-15,811,435,77,45.0,69.0,1.0,tuesday,15,7,2003
2003-07-16,898,468,94,54.0,74.0,3.0,wednesday,16,7,2003
2003-07-17,796,425,63,35.0,60.0,0.0,thursday,17,7,2003
2003-07-18,774,418,64,35.0,50.0,0.0,friday,18,7,2003
2003-07-19,850,474,77,48.0,67.0,3.0,saturday,19,7,2003
2003-07-20,737,374,83,50.0,68.0,3.0,sunday,20,7,2003
2003-07-21,791,415,77,39.0,68.0,2.0,monday,21,7,2003
2003-07-22,725,386,72,36.0,55.0,3.0,tuesday,22,7,2003
2003-07-23,777,417,65,35.0,58.0,1.0,wednesday,23,7,2003
2003-07-24,720,383,73,37.0,59.0,6.0,thursday,24,7,2003
2003-07-25,764,419,60,34.0,60.0,2.0,friday,25,7,2003
2003-07-26,719,357,82,46.0,63.0,5.0,saturday,26,7,2003
2003-07-27,651,324,79,46.0,62.0,4.0,sunday,27,7,2003
2003-07-28,737,376,84,49.0,74.0,4.0,monday,28,7,2003
2003-07-29,728,375,68,47.0,53.0,1.0,tuesday,29,7,2003
2003-07-30,594,314,56,29.0,44.0,3.0,wednesday,30,7,2003
2003-07-31,600,318,53,29.0,48.0,3.0,thursday,31,7,2003
2003-08-01,843,450,80,45.0,63.0,3.0,friday,1,8,2003
2003-08-02,744,382,82,46.0,56.0,3.0,saturday,2,8,2003
2003-08-03,657,352,66,33.0,54.0,0.0,sunday,3,8,2003
2003-08-04,695,380,82,36.0,51.0,1.0,monday,4,8,2003
2003-08-05,679,385,57,29.0,45.0,0.0,tuesday,5,8,2003
2003-08-06,782,412,66,37.0,57.0,3.0,wednesday,6,8,2003
2003-08-07,801,451,73,31.0,58.0,4.0,thursday,7,8,2003
2003-08-08,707,389,68,29.0,51.0,5.0,friday,8,8,2003
2003-08-09,732,387,76,39.0,48.0,4.0,saturday,9,8,2003
2003-08-10,734,367,90,57.0,82.0,5.0,sunday,10,8,2003
2003-08-11,777,409,86,43.0,64.0,5.0,monday,11,8,2003
2003-08-12,813,416,80,50.0,66.0,2.0,tuesday,12,8,2003
2003-08-13,819,444,75,40.0,60.0,4.0,wednesday,13,8,2003
2003-08-14,821,437,90,47.0,63.0,0.0,thursday,14,8,2003
2003-08-15,890,463,96,60.0,69.0,1.0,friday,15,8,2003
2003-08-16,745,372,70,47.0,57.0,2.0,saturday,16,8,2003
2003-08-17,610,314,62,37.0,41.0,0.0,sunday,17,8,2003
2003-08-18,671,365,43,26.0,43.0,0.0,monday,18,8,2003
2003-08-19,753,420,56,32.0,47.0,3.0,tuesday,19,8,2003
2003-08-20,859,446,84,49.0,76.0,1.0,wednesday,20,8,2003
2003-08-21,879,444,88,53.0,77.0,5.0,thursday,21,8,2003
2003-08-22,886,470,84,46.0,81.0,5.0,friday,22,8,2003
2003-08-23,746,390,72,39.0,62.0,3.0,saturday,23,8,2003
2003-08-24,696,375,77,37.0,58.0,7.0,sunday,24,8,2003
2003-08-25,735,386,71,41.0,68.0,1.0,monday,25,8,2003
2003-08-26,778,405,76,37.0,57.0,4.0,tuesday,26,8,2003
2003-08-27,843,443,82,45.0,68.0,4.0,wednesday,27,8,2003
2003-08-28,875,461,83,54.0,82.0,1.0,thursday,28,8,2003
2003-08-29,722,384,64,35.0,51.0,1.0,friday,29,8,2003
2003-08-30,762,421,76,37.0,57.0,2.0,saturday,30,8,2003
2003-08-31,721,378,86,43.0,62.0,4.0,sunday,31,8,2003
2003-09-01,741,404,68,35.0,56.0,4.0,monday,1,9,2003
2003-09-02,750,383,70,45.0,63.0,3.0,tuesday,2,9,2003
2003-09-03,687,377,46,31.0,40.0,2.0,wednesday,3,9,2003
2003-09-04,689,369,66,35.0,51.0,3.0,thursday,4,9,2003
2003-09-05,865,463,80,41.0,60.0,4.0,friday,5,9,2003
2003-09-06,790,414,88,45.0,72.0,2.0,saturday,6,9,2003
2003-09-07,756,380,84,51.0,65.0,3.0,sunday,7,9,2003
2003-09-08,722,383,74,39.0,49.0,2.0,monday,8,9,2003
2003-09-09,842,427,92,56.0,84.0,3.0,tuesday,9,9,2003
2003-09-10,845,438,84,47.0,70.0,2.0,wednesday,10,9,2003
2003-09-11,906,491,85,53.0,69.0,2.0,thursday,11,9,2003
2003-09-12,867,450,81,52.0,68.0,2.0,friday,12,9,2003
2003-09-13,818,416,96,60.0,75.0,1.0,saturday,13,9,2003
2003-09-14,721,358,88,51.0,70.0,3.0,sunday,14,9,2003
2003-09-15,801,422,73,44.0,67.0,3.0,monday,15,9,2003
2003-09-16,858,444,91,52.0,74.0,5.0,tuesday,16,9,2003
2003-09-17,765,405,68,34.0,51.0,3.0,wednesday,17,9,2003
2003-09-18,882,460,85,50.0,57.0,5.0,thursday,18,9,2003
2003-09-19,805,437,75,36.0,59.0,4.0,friday,19,9,2003
2003-09-20,809,411,91,53.0,62.0,0.0,saturday,20,9,2003
2003-09-21,768,388,97,56.0,73.0,7.0,sunday,21,9,2003
2003-09-22,844,437,101,49.0,76.0,6.0,monday,22,9,2003
2003-09-23,951,493,94,56.0,98.0,2.0,tuesday,23,9,2003
2003-09-24,899,474,89,62.0,75.0,0.0,wednesday,24,9,2003
2003-09-25,742,395,73,38.0,59.0,2.0,thursday,25,9,2003
2003-09-26,915,479,87,45.0,72.0,0.0,friday,26,9,2003
2003-09-27,815,406,102,48.0,75.0,5.0,saturday,27,9,2003
2003-09-28,701,347,85,48.0,64.0,1.0,sunday,28,9,2003
2003-09-29,769,402,80,50.0,65.0,3.0,monday,29,9,2003
2003-09-30,774,423,63,37.0,52.0,3.0,tuesday,30,9,2003
2003-10-01,898,477,93,48.0,75.0,2.0,wednesday,1,10,2003
2003-10-02,856,446,85,54.0,90.0,3.0,thursday,2,10,2003
2003-10-03,816,445,76,44.0,60.0,3.0,friday,3,10,2003
2003-10-04,695,348,79,46.0,58.0,0.0,saturday,4,10,2003
2003-10-05,721,367,87,45.0,82.0,3.0,sunday,5,10,2003
2003-10-06,742,388,78,40.0,61.0,3.0,monday,6,10,2003
2003-10-07,901,464,94,49.0,74.0,1.0,tuesday,7,10,2003
2003-10-08,813,439,82,42.0,60.0,1.0,wednesday,8,10,2003
2003-10-09,712,383,73,34.0,60.0,5.0,thursday,9,10,2003
2003-10-10,733,383,72,41.0,67.0,1.0,friday,10,10,2003
2003-10-11,682,382,70,29.0,43.0,5.0,saturday,11,10,2003
2003-10-12,697,364,78,42.0,71.0,2.0,sunday,12,10,2003
2003-10-13,776,409,75,52.0,70.0,3.0,monday,13,10,2003
2003-10-14,815,437,82,48.0,54.0,1.0,tuesday,14,10,2003
2003-10-15,768,420,62,34.0,56.0,3.0,wednesday,15,10,2003
2003-10-16,908,479,91,50.0,77.0,2.0,thursday,16,10,2003
2003-10-17,854,428,95,57.0,73.0,6.0,friday,17,10,2003
2003-10-18,719,361,93,45.0,50.0,0.0,saturday,18,10,2003
2003-10-19,660,348,70,37.0,56.0,2.0,sunday,19,10,2003
2003-10-20,849,428,96,62.0,74.0,5.0,monday,20,10,2003
2003-10-21,867,463,88,50.0,74.0,4.0,tuesday,21,10,2003
2003-10-22,850,467,67,39.0,60.0,2.0,wednesday,22,10,2003
2003-10-23,768,408,74,38.0,69.0,3.0,thursday,23,10,2003
2003-10-24,851,436,86,53.0,79.0,3.0,friday,24,10,2003
2003-10-25,681,347,68,43.0,55.0,1.0,saturday,25,10,2003
2003-10-26,694,332,89,60.0,75.0,1.0,sunday,26,10,2003
2003-10-27,692,370,80,33.0,60.0,2.0,monday,27,10,2003
2003-10-28,902,458,110,56.0,83.0,4.0,tuesday,28,10,2003
2003-10-29,713,396,68,35.0,50.0,3.0,wednesday,29,10,2003
2003-10-30,827,436,77,38.0,60.0,4.0,thursday,30,10,2003
2003-10-31,881,475,87,43.0,69.0,0.0,friday,31,10,2003
2003-11-01,917,465,114,61.0,96.0,11.0,saturday,1,11,2003
2003-11-02,652,336,72,41.0,64.0,2.0,sunday,2,11,2003
2003-11-03,785,424,77,41.0,61.0,2.0,monday,3,11,2003
2003-11-04,736,408,65,34.0,52.0,4.0,tuesday,4,11,2003
2003-11-05,706,376,72,41.0,49.0,0.0,wednesday,5,11,2003
2003-11-06,694,367,59,31.0,52.0,1.0,thursday,6,11,2003
2003-11-07,805,413,86,53.0,65.0,1.0,friday,7,11,2003
2003-11-08,697,361,78,45.0,55.0,7.0,saturday,8,11,2003
2003-11-09,760,367,97,57.0,69.0,0.0,sunday,9,11,2003
2003-11-10,776,406,76,48.0,57.0,2.0,monday,10,11,2003
2003-11-11,705,369,68,40.0,62.0,1.0,tuesday,11,11,2003
2003-11-12,738,410,61,36.0,57.0,1.0,wednesday,12,11,2003
2003-11-13,789,418,77,44.0,67.0,0.0,thursday,13,11,2003
2003-11-14,861,443,94,51.0,73.0,2.0,friday,14,11,2003
2003-11-15,776,398,85,48.0,67.0,3.0,saturday,15,11,2003
2003-11-16,581,315,58,28.0,51.0,4.0,sunday,16,11,2003
2003-11-17,762,425,81,30.0,56.0,1.0,monday,17,11,2003
2003-11-18,778,429,67,39.0,64.0,2.0,tuesday,18,11,2003
2003-11-19,777,415,69,34.0,50.0,0.0,wednesday,19,11,2003
2003-11-20,754,392,76,42.0,64.0,3.0,thursday,20,11,2003
2003-11-21,807,420,89,43.0,67.0,2.0,friday,21,11,2003
2003-11-22,723,400,68,44.0,60.0,2.0,saturday,22,11,2003
2003-11-23,683,332,76,48.0,57.0,3.0,sunday,23,11,2003
2003-11-24,633,344,51,27.0,43.0,2.0,monday,24,11,2003
2003-11-25,714,390,59,34.0,49.0,2.0,tuesday,25,11,2003
2003-11-26,880,453,83,48.0,68.0,2.0,wednesday,26,11,2003
2003-11-27,601,315,69,43.0,59.0,3.0,thursday,27,11,2003
2003-11-28,665,349,60,38.0,50.0,2.0,friday,28,11,2003
2003-11-29,658,360,71,34.0,52.0,1.0,saturday,29,11,2003
2003-11-30,560,283,69,40.0,66.0,2.0,sunday,30,11,2003
2003-12-01,718,384,66,36.0,53.0,1.0,monday,1,12,2003
2003-12-02,746,385,90,47.0,69.0,3.0,tuesday,2,12,2003
2003-12-03,688,368,61,36.0,55.0,0.0,wednesday,3,12,2003
2003-12-04,735,385,69,37.0,57.0,2.0,thursday,4,12,2003
2003-12-05,799,414,96,54.0,75.0,1.0,friday,5,12,2003
2003-12-06,689,340,89,48.0,62.0,3.0,saturday,6,12,2003
2003-12-07,538,285,49,28.0,46.0,2.0,sunday,7,12,2003
2003-12-08,722,382,71,45.0,60.0,4.0,monday,8,12,2003
2003-12-09,652,353,58,32.0,52.0,2.0,tuesday,9,12,2003
2003-12-10,687,358,78,41.0,53.0,2.0,wednesday,10,12,2003
2003-12-11,758,404,68,38.0,51.0,3.0,thursday,11,12,2003
2003-12-12,713,382,65,41.0,58.0,2.0,friday,12,12,2003
2003-12-13,618,314,71,35.0,54.0,2.0,saturday,13,12,2003
2003-12-14,640,321,80,43.0,60.0,1.0,sunday,14,12,2003
2003-12-15,722,396,67,35.0,61.0,3.0,monday,15,12,2003
2003-12-16,785,438,60,30.0,45.0,4.0,tuesday,16,12,2003
2003-12-17,666,361,56,33.0,49.0,2.0,wednesday,17,12,2003
2003-12-18,759,381,79,50.0,82.0,4.0,thursday,18,12,2003
2003-12-19,672,349,54,22.0,41.0,4.0,friday,19,12,2003
2003-12-20,735,356,93,49.0,75.0,3.0,saturday,20,12,2003
2003-12-21,726,352,86,46.0,72.0,2.0,sunday,21,12,2003
2003-12-22,731,384,67,34.0,65.0,2.0,monday,22,12,2003
2003-12-23,665,339,65,35.0,56.0,2.0,tuesday,23,12,2003
2003-12-24,566,280,64,36.0,64.0,5.0,wednesday,24,12,2003
2003-12-25,460,229,60,28.0,42.0,4.0,thursday,25,12,2003
2003-12-26,484,271,41,13.0,24.0,0.0,friday,26,12,2003
2003-12-27,587,304,69,37.0,56.0,4.0,saturday,27,12,2003
2003-12-28,539,285,60,27.0,42.0,0.0,sunday,28,12,2003
2003-12-29,595,307,63,34.0,52.0,2.0,monday,29,12,2003
2003-12-30,667,368,52,22.0,30.0,3.0,tuesday,30,12,2003
2003-12-31,614,314,74,37.0,53.0,4.0,wednesday,31,12,2003
2004-01-01,758,370,99,59.0,77.0,4.0,thursday,1,1,2004
2004-01-02,605,337,53,27.0,42.0,1.0,friday,2,1,2004
2004-01-03,680,344,82,44.0,61.0,2.0,saturday,3,1,2004
2004-01-04,651,340,68,44.0,57.0,0.0,sunday,4,1,2004
2004-01-05,798,424,73,43.0,59.0,5.0,monday,5,1,2004
2004-01-06,687,386,60,28.0,54.0,2.0,tuesday,6,1,2004
2004-01-07,806,434,80,47.0,62.0,4.0,wednesday,7,1,2004
2004-01-08,758,409,68,42.0,54.0,1.0,thursday,8,1,2004
2004-01-09,763,396,75,45.0,66.0,2.0,friday,9,1,2004
2004-01-10,778,405,79,47.0,67.0,3.0,saturday,10,1,2004
2004-01-11,605,329,67,25.0,41.0,2.0,sunday,11,1,2004
2004-01-12,779,417,65,37.0,68.0,4.0,monday,12,1,2004
2004-01-13,839,445,85,39.0,63.0,3.0,tuesday,13,1,2004
2004-01-14,848,445,78,45.0,69.0,2.0,wednesday,14,1,2004
2004-01-15,805,435,62,32.0,57.0,1.0,thursday,15,1,2004
2004-01-16,860,458,93,46.0,78.0,6.0,friday,16,1,2004
2004-01-17,731,390,80,36.0,67.0,3.0,saturday,17,1,2004
2004-01-18,701,357,82,46.0,66.0,2.0,sunday,18,1,2004
2004-01-19,753,413,74,38.0,55.0,4.0,monday,19,1,2004
2004-01-20,733,402,67,39.0,62.0,4.0,tuesday,20,1,2004
2004-01-21,830,453,64,38.0,55.0,1.0,wednesday,21,1,2004
2004-01-22,783,430,81,39.0,64.0,2.0,thursday,22,1,2004
