date,crime_level_sum,crime_count,weather_crime_count,violent_count,COP_count,gun_crime_count,dayofweek,day,month,year
2005-07-31,676,340,77,41.0,56.0,3.0,sunday,31,7,2005
2005-08-01,811,439,63,29.0,55.0,1.0,monday,1,8,2005
2005-08-02,670,361,63,33.0,57.0,3.0,tuesday,2,8,2005
2005-08-03,750,412,66,36.0,53.0,0.0,wednesday,3,8,2005
2005-08-04,710,393,56,22.0,39.0,1.0,thursday,4,8,2005
2005-08-05,853,449,89,40.0,72.0,5.0,friday,5,8,2005
2005-08-06,718,370,88,36.0,67.0,4.0,saturday,6,8,2005
2005-08-07,725,365,88,50.0,72.0,2.0,sunday,7,8,2005
2005-08-08,673,347,65,35.0,50.0,3.0,monday,8,8,2005
2005-08-09,707,387,65,32.0,54.0,3.0,tuesday,9,8,2005
2005-08-10,760,419,68,26.0,49.0,2.0,wednesday,10,8,2005
2005-08-11,705,375,70,35.0,60.0,11.0,thursday,11,8,2005
2005-08-12,769,401,75,33.0,55.0,7.0,friday,12,8,2005
2005-08-13,714,374,79,30.0,64.0,9.0,saturday,13,8,2005
2005-08-14,640,324,81,43.0,70.0,3.0,sunday,14,8,2005
2005-08-15,671,370,64,28.0,56.0,8.0,monday,15,8,2005
2005-08-16,626,341,55,20.0,39.0,6.0,tuesday,16,8,2005
2005-08-17,696,369,60,23.0,46.0,5.0,wednesday,17,8,2005
2005-08-18,713,372,68,32.0,51.0,1.0,thursday,18,8,2005
2005-08-19,730,391,68,29.0,48.0,3.0,friday,19,8,2005
2005-08-20,704,375,74,27.0,53.0,10.0,saturday,20,8,2005
2005-08-21,645,341,63,29.0,58.0,0.0,sunday,21,8,2005
2005-08-22,705,389,63,23.0,40.0,3.0,monday,22,8,2005
2005-08-23,764,423,69,19.0,42.0,5.0,tuesday,23,8,2005
2005-08-24,715,379,83,39.0,65.0,4.0,wednesday,24,8,2005
2005-08-25,650,356,63,25.0,57.0,7.0,thursday,25,8,2005
2005-08-26,840,443,82,35.0,61.0,4.0,friday,26,8,2005
2005-08-27,743,390,82,31.0,57.0,4.0,saturday,27,8,2005
2005-08-28,604,311,60,31.0,51.0,7.0,sunday,28,8,2005
2005-08-29,708,377,67,29.0,56.0,7.0,monday,29,8,2005
2005-08-30,699,379,61,30.0,51.0,3.0,tuesday,30,8,2005
2005-08-31,772,426,65,34.0,63.0,6.0,wednesday,31,8,2005
2005-09-01,727,391,79,40.0,68.0,6.0,thursday,1,9,2005
2005-09-02,819,432,78,39.0,62.0,0.0,friday,2,9,2005
2005-09-03,700,361,79,43.0,63.0,2.0,saturday,3,9,2005
2005-09-04,584,300,61,24.0,45.0,5.0,sunday,4,9,2005
2005-09-05,652,324,82,48.0,69.0,2.0,monday,5,9,2005
2005-09-06,606,332,54,29.0,54.0,2.0,tuesday,6,9,2005
2005-09-07,699,387,56,26.0,45.0,0.0,wednesday,7,9,2005
2005-09-08,766,422,66,29.0,65.0,4.0,thursday,8,9,2005
2005-09-09,817,412,102,47.0,71.0,4.0,friday,9,9,2005
2005-09-10,751,376,87,45.0,67.0,10.0,saturday,10,9,2005
2005-09-11,586,300,64,32.0,47.0,10.0,sunday,11,9,2005
2005-09-12,689,362,61,34.0,48.0,5.0,monday,12,9,2005
2005-09-13,707,367,67,33.0,53.0,3.0,tuesday,13,9,2005
2005-09-14,712,363,70,39.0,53.0,4.0,wednesday,14,9,2005
2005-09-15,719,390,63,28.0,47.0,2.0,thursday,15,9,2005
2005-09-16,844,434,89,43.0,76.0,8.0,friday,16,9,2005
2005-09-17,731,360,85,49.0,73.0,2.0,saturday,17,9,2005
2005-09-18,679,334,83,46.0,57.0,3.0,sunday,18,9,2005
2005-09-19,751,376,92,52.0,73.0,4.0,monday,19,9,2005
2005-09-20,687,371,68,32.0,52.0,5.0,tuesday,20,9,2005
2005-09-21,814,421,92,45.0,64.0,4.0,wednesday,21,9,2005
2005-09-22,767,419,73,31.0,54.0,2.0,thursday,22,9,2005
2005-09-23,830,441,83,40.0,64.0,2.0,friday,23,9,2005
2005-09-24,655,347,74,38.0,56.0,1.0,saturday,24,9,2005
2005-09-25,804,404,97,49.0,70.0,3.0,sunday,25,9,2005
2005-09-26,683,355,72,40.0,62.0,5.0,monday,26,9,2005
2005-09-27,800,417,72,35.0,54.0,1.0,tuesday,27,9,2005
2005-09-28,771,386,82,45.0,72.0,2.0,wednesday,28,9,2005
2005-09-29,740,388,77,33.0,61.0,2.0,thursday,29,9,2005
2005-09-30,808,431,77,34.0,68.0,3.0,friday,30,9,2005
2005-10-01,860,455,86,43.0,59.0,4.0,saturday,1,10,2005
2005-10-02,750,384,84,41.0,65.0,4.0,sunday,2,10,2005
2005-10-03,785,419,69,32.0,57.0,0.0,monday,3,10,2005
2005-10-04,779,424,79,42.0,70.0,1.0,tuesday,4,10,2005
2005-10-05,766,412,72,35.0,60.0,6.0,wednesday,5,10,2005
2005-10-06,785,428,78,31.0,57.0,5.0,thursday,6,10,2005
2005-10-07,863,457,80,41.0,71.0,4.0,friday,7,10,2005
2005-10-08,762,390,93,43.0,71.0,6.0,saturday,8,10,2005
2005-10-09,727,383,71,38.0,59.0,5.0,sunday,9,10,2005
2005-10-10,615,328,61,28.0,51.0,2.0,monday,10,10,2005
2005-10-11,731,398,65,33.0,44.0,4.0,tuesday,11,10,2005
2005-10-12,783,417,76,44.0,69.0,4.0,wednesday,12,10,2005
2005-10-13,743,392,76,35.0,57.0,3.0,thursday,13,10,2005
2005-10-14,788,415,92,43.0,67.0,5.0,friday,14,10,2005
2005-10-15,731,379,83,43.0,65.0,5.0,saturday,15,10,2005
2005-10-16,705,349,94,51.0,73.0,7.0,sunday,16,10,2005
2005-10-17,820,433,86,47.0,74.0,4.0,monday,17,10,2005
2005-10-18,728,383,74,38.0,59.0,6.0,tuesday,18,10,2005
2005-10-19,803,425,77,42.0,63.0,1.0,wednesday,19,10,2005
2005-10-20,842,436,85,42.0,66.0,7.0,thursday,20,10,2005
2005-10-21,792,427,75,30.0,54.0,2.0,friday,21,10,2005
2005-10-22,716,366,76,44.0,62.0,0.0,saturday,22,10,2005
2005-10-23,609,313,65,32.0,47.0,1.0,sunday,23,10,2005
2005-10-24,832,435,76,38.0,58.0,3.0,monday,24,10,2005
2005-10-25,776,414,71,37.0,51.0,5.0,tuesday,25,10,2005
2005-10-26,734,384,64,28.0,44.0,1.0,wednesday,26,10,2005
2005-10-27,729,377,92,37.0,64.0,7.0,thursday,27,10,2005
2005-10-28,797,432,73,31.0,60.0,2.0,friday,28,10,2005
2005-10-29,666,334,80,41.0,63.0,4.0,saturday,29,10,2005
2005-10-30,718,372,89,40.0,63.0,1.0,sunday,30,10,2005
2005-10-31,907,462,110,51.0,71.0,3.0,monday,31,10,2005
2005-11-01,833,421,95,49.0,72.0,5.0,tuesday,1,11,2005
2005-11-02,797,419,81,39.0,72.0,3.0,wednesday,2,11,2005
2005-11-03,847,440,83,40.0,68.0,5.0,thursday,3,11,2005
2005-11-04,804,434,84,33.0,67.0,5.0,friday,4,11,2005
2005-11-05,701,370,79,36.0,62.0,1.0,saturday,5,11,2005
2005-11-06,643,328,70,33.0,51.0,5.0,sunday,6,11,2005
2005-11-07,579,321,49,15.0,37.0,5.0,monday,7,11,2005
2005-11-08,644,341,59,32.0,46.0,1.0,tuesday,8,11,2005
2005-11-09,798,413,82,46.0,63.0,1.0,wednesday,9,11,2005
2005-11-10,783,405,76,41.0,63.0,8.0,thursday,10,11,2005
2005-11-11,774,407,97,36.0,60.0,4.0,friday,11,11,2005
2005-11-12,740,381,84,47.0,65.0,4.0,saturday,12,11,2005
2005-11-13,664,347,66,31.0,56.0,3.0,sunday,13,11,2005
2005-11-14,745,383,78,39.0,58.0,10.0,monday,14,11,2005
2005-11-15,743,406,59,26.0,49.0,3.0,tuesday,15,11,2005
2005-11-16,797,413,77,43.0,69.0,6.0,wednesday,16,11,2005
2005-11-17,767,395,78,42.0,58.0,10.0,thursday,17,11,2005
2005-11-18,775,411,69,34.0,56.0,1.0,friday,18,11,2005
2005-11-19,693,353,72,34.0,49.0,0.0,saturday,19,11,2005
2005-11-20,695,371,70,34.0,59.0,1.0,sunday,20,11,2005
2005-11-21,694,367,71,40.0,64.0,5.0,monday,21,11,2005
2005-11-22,731,377,79,44.0,71.0,1.0,tuesday,22,11,2005
2005-11-23,700,389,63,24.0,44.0,2.0,wednesday,23,11,2005
2005-11-24,561,302,63,24.0,35.0,1.0,thursday,24,11,2005
2005-11-25,658,345,69,32.0,51.0,2.0,friday,25,11,2005
2005-11-26,734,393,71,32.0,46.0,2.0,saturday,26,11,2005
2005-11-27,553,277,60,28.0,50.0,4.0,sunday,27,11,2005
2005-11-28,620,324,71,30.0,55.0,6.0,monday,28,11,2005
2005-11-29,642,343,67,32.0,63.0,5.0,tuesday,29,11,2005
2005-11-30,789,432,74,34.0,60.0,1.0,wednesday,30,11,2005
2005-12-01,699,389,58,22.0,42.0,1.0,thursday,1,12,2005
2005-12-02,670,357,67,31.0,48.0,3.0,friday,2,12,2005
2005-12-03,602,328,60,28.0,45.0,1.0,saturday,3,12,2005
2005-12-04,596,304,71,30.0,48.0,3.0,sunday,4,12,2005
2005-12-05,638,343,54,27.0,52.0,4.0,monday,5,12,2005
2005-12-06,575,314,44,18.0,41.0,2.0,tuesday,6,12,2005
2005-12-07,627,341,59,27.0,38.0,2.0,wednesday,7,12,2005
2005-12-08,667,363,51,30.0,44.0,1.0,thursday,8,12,2005
2005-12-09,713,372,72,38.0,50.0,3.0,friday,9,12,2005
2005-12-10,719,378,82,40.0,54.0,2.0,saturday,10,12,2005
2005-12-11,558,275,73,42.0,59.0,0.0,sunday,11,12,2005
2005-12-12,674,350,62,34.0,52.0,3.0,monday,12,12,2005
2005-12-13,636,335,62,32.0,52.0,2.0,tuesday,13,12,2005
2005-12-14,679,359,60,29.0,51.0,1.0,wednesday,14,12,2005
2005-12-15,763,384,73,44.0,52.0,1.0,thursday,15,12,2005
2005-12-16,825,424,89,43.0,59.0,4.0,friday,16,12,2005
2005-12-17,583,302,61,34.0,56.0,3.0,saturday,17,12,2005
2005-12-18,565,297,53,27.0,39.0,3.0,sunday,18,12,2005
2005-12-19,601,315,58,27.0,45.0,3.0,monday,19,12,2005
2005-12-20,616,332,59,28.0,49.0,1.0,tuesday,20,12,2005
2005-12-21,652,347,59,24.0,51.0,5.0,wednesday,21,12,2005
2005-12-22,628,339,46,18.0,40.0,1.0,thursday,22,12,2005
2005-12-23,774,397,77,40.0,75.0,0.0,friday,23,12,2005
2005-12-24,696,344,84,40.0,64.0,5.0,saturday,24,12,2005
2005-12-25,437,217,50,32.0,51.0,3.0,sunday,25,12,2005
2005-12-26,550,288,52,28.0,44.0,1.0,monday,26,12,2005
2005-12-27,663,361,55,18.0,38.0,4.0,tuesday,27,12,2005
2005-12-28,710,381,66,36.0,55.0,2.0,wednesday,28,12,2005
2005-12-29,723,388,74,40.0,54.0,3.0,thursday,29,12,2005
2005-12-30,720,373,74,38.0,73.0,7.0,friday,30,12,2005
2005-12-31,752,387,99,53.0,73.0,1.0,saturday,31,12,2005
2006-01-01,973,485,131,76.0,98.0,3.0,sunday,1,1,2006
2006-01-02,492,265,66,27.0,45.0,6.0,monday,2,1,2006
2006-01-03,666,360,66,39.0,69.0,5.0,tuesday,3,1,2006
2006-01-04,662,368,61,25.0,47.0,1.0,wednesday,4,1,2006
2006-01-05,752,416,73,38.0,53.0,5.0,thursday,5,1,2006
2006-01-06,793,435,79,39.0,72.0,2.0,friday,6,1,2006
2006-01-07,733,389,88,39.0,60.0,1.0,saturday,7,1,2006
2006-01-08,645,339,78,36.0,47.0,2.0,sunday,8,1,2006
2006-01-09,691,372,70,35.0,60.0,6.0,monday,9,1,2006
2006-01-10,693,378,69,35.0,54.0,2.0,tuesday,10,1,2006
2006-01-11,746,398,76,35.0,54.0,5.0,wednesday,11,1,2006
2006-01-12,711,393,69,31.0,62.0,2.0,thursday,12,1,2006
2006-01-13,800,416,89,49.0,77.0,5.0,friday,13,1,2006
2006-01-14,639,333,70,40.0,52.0,4.0,saturday,14,1,2006
2006-01-15,645,336,74,33.0,60.0,5.0,sunday,15,1,2006
2006-01-16,514,277,53,22.0,41.0,1.0,monday,16,1,2006
2006-01-17,680,364,72,32.0,51.0,4.0,tuesday,17,1,2006
2006-01-18,688,368,67,36.0,60.0,2.0,wednesday,18,1,2006
2006-01-19,749,407,80,36.0,61.0,3.0,thursday,19,1,2006
2006-01-20,764,416,76,39.0,66.0,2.0,friday,20,1,2006
2006-01-21,720,381,80,41.0,59.0,2.0,saturday,21,1,2006
2006-01-22,680,352,86,41.0,65.0,2.0,sunday,22,1,2006
2006-01-23,726,412,62,27.0,55.0,3.0,monday,23,1,2006
2006-01-24,651,350,72,36.0,56.0,2.0,tuesday,24,1,2006
2006-01-25,728,412,70,30.0,59.0,6.0,wednesday,25,1,2006
2006-01-26,716,379,83,43.0,78.0,4.0,thursday,26,1,2006
2006-01-27,698,375,78,32.0,56.0,3.0,friday,27,1,2006
2006-01-28,544,282,69,27.0,52.0,1.0,saturday,28,1,2006
2006-01-29,627,334,66,31.0,58.0,5.0,sunday,29,1,2006
2006-01-30,617,322,73,30.0,50.0,4.0,monday,30,1,2006
2006-01-31,668,367,60,32.0,51.0,1.0,tuesday,31,1,2006
2006-02-01,754,395,64,35.0,52.0,2.0,wednesday,1,2,2006
2006-02-02,674,365,60,33.0,60.0,7.0,thursday,2,2,2006
2006-02-03,814,452,77,35.0,59.0,1.0,friday,3,2,2006
2006-02-04,723,382,91,43.0,76.0,5.0,saturday,4,2,2006
2006-02-05,609,315,89,37.0,53.0,1.0,sunday,5,2,2006
2006-02-06,677,368,72,38.0,49.0,0.0,monday,6,2,2006
2006-02-07,731,375,86,48.0,64.0,2.0,tuesday,7,2,2006
2006-02-08,856,464,89,47.0,80.0,5.0,wednesday,8,2,2006
2006-02-09,676,367,77,32.0,54.0,6.0,thursday,9,2,2006
2006-02-10,831,432,95,51.0,71.0,3.0,friday,10,2,2006
2006-02-11,672,362,76,33.0,49.0,3.0,saturday,11,2,2006
2006-02-12,734,380,94,44.0,67.0,5.0,sunday,12,2,2006
2006-02-13,683,358,74,36.0,52.0,5.0,monday,13,2,2006
2006-02-14,781,404,96,51.0,74.0,5.0,tuesday,14,2,2006
2006-02-15,652,352,78,37.0,65.0,6.0,wednesday,15,2,2006
2006-02-16,622,338,61,33.0,47.0,2.0,thursday,16,2,2006
2006-02-17,739,386,81,41.0,74.0,6.0,friday,17,2,2006
2006-02-18,642,333,68,34.0,55.0,5.0,saturday,18,2,2006
2006-02-19,667,338,85,42.0,55.0,9.0,sunday,19,2,2006
2006-02-20,752,398,91,40.0,66.0,5.0,monday,20,2,2006
2006-02-21,705,365,91,40.0,61.0,6.0,tuesday,21,2,2006
2006-02-22,727,391,69,35.0,53.0,5.0,wednesday,22,2,2006
2006-02-23,734,379,79,45.0,60.0,1.0,thursday,23,2,2006
2006-02-24,819,442,92,37.0,70.0,4.0,friday,24,2,2006
2006-02-25,714,377,75,40.0,59.0,1.0,saturday,25,2,2006
2006-02-26,658,335,79,39.0,61.0,3.0,sunday,26,2,2006
2006-02-27,635,326,73,35.0,60.0,4.0,monday,27,2,2006
2006-02-28,650,342,63,32.0,55.0,1.0,tuesday,28,2,2006
2006-03-01,758,404,78,49.0,74.0,1.0,wednesday,1,3,2006
2006-03-02,591,323,56,23.0,36.0,2.0,thursday,2,3,2006
2006-03-03,698,363,79,42.0,58.0,7.0,friday,3,3,2006
2006-03-04,704,353,87,49.0,66.0,1.0,saturday,4,3,2006
2006-03-05,544,283,70,32.0,54.0,4.0,sunday,5,3,2006
2006-03-06,740,371,85,53.0,70.0,4.0,monday,6,3,2006
2006-03-07,586,321,61,29.0,40.0,2.0,tuesday,7,3,2006
2006-03-08,853,444,95,53.0,80.0,1.0,wednesday,8,3,2006
2006-03-09,815,430,84,47.0,75.0,3.0,thursday,9,3,2006
2006-03-10,733,389,71,40.0,58.0,3.0,friday,10,3,2006
2006-03-11,643,330,82,40.0,50.0,5.0,saturday,11,3,2006
2006-03-12,561,286,77,37.0,49.0,2.0,sunday,12,3,2006
2006-03-13,652,351,59,24.0,53.0,6.0,monday,13,3,2006
2006-03-14,627,344,52,31.0,52.0,6.0,tuesday,14,3,2006
2006-03-15,742,397,89,43.0,71.0,3.0,wednesday,15,3,2006
2006-03-16,746,382,90,44.0,62.0,6.0,thursday,16,3,2006
2006-03-17,851,450,102,49.0,76.0,4.0,friday,17,3,2006
2006-03-18,743,368,104,52.0,68.0,2.0,saturday,18,3,2006
2006-03-19,679,355,81,37.0,62.0,5.0,sunday,19,3,2006
2006-03-20,638,352,61,26.0,52.0,6.0,monday,20,3,2006
2006-03-21,791,419,84,43.0,69.0,7.0,tuesday,21,3,2006
2006-03-22,709,388,62,31.0,55.0,2.0,wednesday,22,3,2006
2006-03-23,736,394,83,40.0,69.0,3.0,thursday,23,3,2006
2006-03-24,839,419,100,59.0,90.0,2.0,friday,24,3,2006
2006-03-25,756,389,88,41.0,67.0,4.0,saturday,25,3,2006
2006-03-26,722,361,103,57.0,74.0,3.0,sunday,26,3,2006
2006-03-27,635,327,76,34.0,53.0,2.0,monday,27,3,2006
2006-03-28,686,350,84,44.0,61.0,4.0,tuesday,28,3,2006
2006-03-29,663,361,70,31.0,55.0,3.0,wednesday,29,3,2006
2006-03-30,646,345,66,27.0,57.0,3.0,thursday,30,3,2006
2006-03-31,680,362,72,35.0,66.0,3.0,friday,31,3,2006
2006-04-01,766,393,88,55.0,78.0,2.0,saturday,1,4,2006
2006-04-02,689,356,79,39.0,62.0,7.0,sunday,2,4,2006
2006-04-03,707,366,78,40.0,57.0,3.0,monday,3,4,2006
2006-04-04,776,410,83,41.0,59.0,1.0,tuesday,4,4,2006
2006-04-05,763,405,87,43.0,68.0,4.0,wednesday,5,4,2006
2006-04-06,727,405,73,31.0,55.0,5.0,thursday,6,4,2006
2006-04-07,779,424,80,31.0,66.0,5.0,friday,7,4,2006
2006-04-08,684,365,89,29.0,60.0,11.0,saturday,8,4,2006
2006-04-09,667,341,87,44.0,61.0,3.0,sunday,9,4,2006
2006-04-10,689,357,85,39.0,53.0,2.0,monday,10,4,2006
2006-04-11,680,358,78,42.0,54.0,5.0,tuesday,11,4,2006
2006-04-12,639,340,73,30.0,61.0,7.0,wednesday,12,4,2006
2006-04-13,641,348,60,27.0,47.0,4.0,thursday,13,4,2006
2006-04-14,690,362,71,34.0,54.0,3.0,friday,14,4,2006
2006-04-15,768,402,95,36.0,75.0,7.0,saturday,15,4,2006
2006-04-16,639,316,81,56.0,73.0,3.0,sunday,16,4,2006
2006-04-17,702,348,90,52.0,73.0,4.0,monday,17,4,2006
2006-04-18,800,406,89,48.0,83.0,1.0,tuesday,18,4,2006
2006-04-19,768,409,85,38.0,64.0,3.0,wednesday,19,4,2006
2006-04-20,719,394,85,25.0,44.0,6.0,thursday,20,4,2006
2006-04-21,773,396,93,42.0,63.0,1.0,friday,21,4,2006
2006-04-22,743,388,85,40.0,63.0,5.0,saturday,22,4,2006
2006-04-23,721,356,88,50.0,69.0,1.0,sunday,23,4,2006
2006-04-24,639,331,80,41.0,67.0,5.0,monday,24,4,2006
2006-04-25,891,460,100,53.0,77.0,2.0,tuesday,25,4,2006
2006-04-26,741,399,78,36.0,65.0,0.0,wednesday,26,4,2006
2006-04-27,755,399,98,37.0,62.0,2.0,thursday,27,4,2006
2006-04-28,763,398,93,34.0,59.0,3.0,friday,28,4,2006
2006-04-29,714,359,104,45.0,65.0,7.0,saturday,29,4,2006
2006-04-30,644,319,100,46.0,67.0,3.0,sunday,30,4,2006
2006-05-01,755,386,90,50.0,67.0,5.0,monday,1,5,2006
2006-05-02,605,326,60,29.0,55.0,0.0,tuesday,2,5,2006
2006-05-03,671,353,83,33.0,58.0,4.0,wednesday,3,5,2006
2006-05-04,579,295,74,41.0,59.0,1.0,thursday,4,5,2006
2006-05-05,654,340,76,40.0,52.0,3.0,friday,5,5,2006
2006-05-06,657,343,81,35.0,58.0,5.0,saturday,6,5,2006
2006-05-07,586,304,73,31.0,46.0,4.0,sunday,7,5,2006
2006-05-08,642,331,68,43.0,55.0,4.0,monday,8,5,2006
2006-05-09,623,343,62,32.0,47.0,5.0,tuesday,9,5,2006
2006-05-10,764,401,83,40.0,59.0,2.0,wednesday,10,5,2006
2006-05-11,643,330,71,40.0,51.0,0.0,thursday,11,5,2006
2006-05-12,780,402,98,50.0,72.0,5.0,friday,12,5,2006
2006-05-13,674,341,85,46.0,64.0,7.0,saturday,13,5,2006
2006-05-14,716,345,96,57.0,81.0,0.0,sunday,14,5,2006
2006-05-15,757,395,84,44.0,68.0,3.0,monday,15,5,2006
2006-05-16,710,385,80,34.0,58.0,2.0,tuesday,16,5,2006
2006-05-17,647,343,68,38.0,54.0,0.0,wednesday,17,5,2006
2006-05-18,634,345,67,32.0,53.0,5.0,thursday,18,5,2006
2006-05-19,800,420,87,42.0,68.0,10.0,friday,19,5,2006
2006-05-20,773,398,101,50.0,70.0,6.0,saturday,20,5,2006
2006-05-21,703,350,99,54.0,77.0,4.0,sunday,21,5,2006
2006-05-22,717,374,85,39.0,63.0,4.0,monday,22,5,2006
2006-05-23,620,339,57,28.0,48.0,2.0,tuesday,23,5,2006
2006-05-24,715,376,74,34.0,59.0,3.0,wednesday,24,5,2006
2006-05-25,794,417,84,38.0,71.0,4.0,thursday,25,5,2006
2006-05-26,845,434,105,51.0,86.0,5.0,friday,26,5,2006
2006-05-27,662,348,84,41.0,67.0,5.0,saturday,27,5,2006
2006-05-28,704,353,86,52.0,66.0,2.0,sunday,28,5,2006
2006-05-29,724,371,102,42.0,59.0,4.0,monday,29,5,2006
2006-05-30,658,334,70,39.0,54.0,4.0,tuesday,30,5,2006
2006-05-31,625,337,63,25.0,46.0,3.0,wednesday,31,5,2006
2006-06-01,769,423,69,37.0,60.0,5.0,thursday,1,6,2006
2006-06-02,690,372,68,33.0,59.0,6.0,friday,2,6,2006
2006-06-03,673,348,93,47.0,74.0,5.0,saturday,3,6,2006
2006-06-04,814,399,112,68.0,97.0,7.0,sunday,4,6,2006
2006-06-05,675,357,75,33.0,52.0,2.0,monday,5,6,2006
2006-06-06,753,391,85,51.0,75.0,6.0,tuesday,6,6,2006
2006-06-07,813,432,86,48.0,62.0,8.0,wednesday,7,6,2006
2006-06-08,642,353,59,30.0,47.0,4.0,thursday,8,6,2006
2006-06-09,719,387,78,39.0,60.0,5.0,friday,9,6,2006
2006-06-10,725,374,87,41.0,60.0,2.0,saturday,10,6,2006
2006-06-11,632,329,70,38.0,62.0,0.0,sunday,11,6,2006
2006-06-12,696,356,86,42.0,66.0,3.0,monday,12,6,2006
2006-06-13,773,396,90,51.0,69.0,6.0,tuesday,13,6,2006
2006-06-14,818,407,96,53.0,72.0,6.0,wednesday,14,6,2006
2006-06-15,733,403,78,37.0,71.0,4.0,thursday,15,6,2006
2006-06-16,789,424,86,41.0,65.0,0.0,friday,16,6,2006
2006-06-17,846,425,104,61.0,80.0,6.0,saturday,17,6,2006
2006-06-18,701,358,98,39.0,64.0,2.0,sunday,18,6,2006
2006-06-19,669,352,78,40.0,60.0,3.0,monday,19,6,2006
2006-06-20,729,398,88,34.0,77.0,8.0,tuesday,20,6,2006
2006-06-21,658,340,78,43.0,62.0,6.0,wednesday,21,6,2006
2006-06-22,659,337,82,41.0,68.0,9.0,thursday,22,6,2006
2006-06-23,703,383,73,25.0,50.0,1.0,friday,23,6,2006
2006-06-24,686,355,94,43.0,73.0,9.0,saturday,24,6,2006
2006-06-25,705,343,95,51.0,71.0,6.0,sunday,25,6,2006
2006-06-26,712,375,82,41.0,70.0,5.0,monday,26,6,2006
2006-06-27,737,379,92,44.0,76.0,8.0,tuesday,27,6,2006
2006-06-28,735,381,85,40.0,61.0,6.0,wednesday,28,6,2006
2006-06-29,671,373,63,23.0,49.0,7.0,thursday,29,6,2006
2006-06-30,719,386,74,35.0,63.0,4.0,friday,30,6,2006
2006-07-01,839,442,97,42.0,69.0,2.0,saturday,1,7,2006
2006-07-02,663,342,84,44.0,61.0,4.0,sunday,2,7,2006
2006-07-03,593,319,61,27.0,45.0,3.0,monday,3,7,2006
2006-07-04,664,339,84,42.0,64.0,7.0,tuesday,4,7,2006
2006-07-05,704,372,83,40.0,57.0,1.0,wednesday,5,7,2006
2006-07-06,580,319,54,24.0,35.0,0.0,thursday,6,7,2006
2006-07-07,809,422,87,41.0,64.0,6.0,friday,7,7,2006
2006-07-08,643,339,74,34.0,55.0,3.0,saturday,8,7,2006
2006-07-09,592,301,74,36.0,55.0,6.0,sunday,9,7,2006
2006-07-10,678,351,72,43.0,67.0,0.0,monday,10,7,2006
2006-07-11,674,365,68,38.0,61.0,7.0,tuesday,11,7,2006
2006-07-12,672,357,63,33.0,56.0,3.0,wednesday,12,7,2006
2006-07-13,723,383,76,32.0,55.0,3.0,thursday,13,7,2006
2006-07-14,760,401,95,41.0,86.0,8.0,friday,14,7,2006
2006-07-15,754,377,103,56.0,84.0,1.0,saturday,15,7,2006
2006-07-16,753,373,99,60.0,82.0,9.0,sunday,16,7,2006
2006-07-17,622,332,69,37.0,57.0,2.0,monday,17,7,2006
2006-07-18,671,368,81,27.0,56.0,3.0,tuesday,18,7,2006
2006-07-19,735,387,88,40.0,66.0,3.0,wednesday,19,7,2006
2006-07-20,707,362,76,38.0,63.0,3.0,thursday,20,7,2006
2006-07-21,761,387,85,48.0,68.0,3.0,friday,21,7,2006
2006-07-22,769,392,100,53.0,76.0,5.0,saturday,22,7,2006
2006-07-23,636,311,79,46.0,64.0,5.0,sunday,23,7,2006
2006-07-24,668,348,81,44.0,58.0,5.0,monday,24,7,2006
2006-07-25,740,381,87,41.0,71.0,3.0,tuesday,25,7,2006
2006-07-26,747,406,67,32.0,45.0,5.0,wednesday,26,7,2006
2006-07-27,692,371,79,30.0,54.0,4.0,thursday,27,7,2006
2006-07-28,831,423,92,51.0,68.0,4.0,friday,28,7,2006
2006-07-29,766,395,79,43.0,65.0,2.0,saturday,29,7,2006
2006-07-30,738,349,102,62.0,79.0,5.0,sunday,30,7,2006
2006-07-31,768,389,101,49.0,75.0,9.0,monday,31,7,2006
2006-08-01,807,424,94,45.0,70.0,3.0,tuesday,1,8,2006
2006-08-02,594,321,61,28.0,45.0,3.0,wednesday,2,8,2006
2006-08-03,839,437,83,45.0,66.0,4.0,thursday,3,8,2006
2006-08-04,869,455,100,57.0,88.0,3.0,friday,4,8,2006
2006-08-05,734,354,115,62.0,82.0,5.0,saturday,5,8,2006
2006-08-06,757,382,110,47.0,78.0,7.0,sunday,6,8,2006
2006-08-07,683,361,73,35.0,52.0,7.0,monday,7,8,2006
2006-08-08,820,434,76,42.0,68.0,2.0,tuesday,8,8,2006
2006-08-09,779,421,81,36.0,62.0,4.0,wednesday,9,8,2006
2006-08-10,748,375,88,39.0,69.0,7.0,thursday,10,8,2006
2006-08-11,849,435,90,54.0,81.0,5.0,friday,11,8,2006
2006-08-12,685,345,86,41.0,61.0,4.0,saturday,12,8,2006
2006-08-13,720,365,95,48.0,69.0,6.0,sunday,13,8,2006
2006-08-14,746,399,85,38.0,62.0,6.0,monday,14,8,2006
2006-08-15,834,446,77,40.0,62.0,6.0,tuesday,15,8,2006
2006-08-16,858,476,72,27.0,59.0,5.0,wednesday,16,8,2006
2006-08-17,895,457,94,50.0,78.0,4.0,thursday,17,8,2006
2006-08-18,732,407,71,32.0,61.0,4.0,friday,18,8,2006
2006-08-19,699,366,75,33.0,56.0,5.0,saturday,19,8,2006
2006-08-20,674,360,73,36.0,59.0,3.0,sunday,20,8,2006
2006-08-21,675,360,68,35.0,48.0,5.0,monday,21,8,2006
